#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.02748  0.00228  0.01002  0.11616  0.000072  0.000032  0.002568     2.230
   1.03776  0.00000  0.00000 -0.71117  0.000072  0.000032  0.015720     2.230
   1.04368  0.00228 -0.00547 -0.91642  0.000117  0.000047  0.009977     2.468
   1.05152  0.00683 -0.01185 -1.30715  0.000083  0.000040  0.028147     2.101
   1.06185  0.01595 -0.01670 -1.31654  0.001695  0.000049 -0.001510    34.747
   1.07155  0.02506 -0.02005 -1.30438  0.002591  0.000066 -0.001108    39.411
   1.08106  0.03417 -0.02278 -1.23911  0.002778  0.000229 -0.000318    12.155
   1.09032  0.04328 -0.02440 -1.24039  0.127529  0.000141 -0.000338   903.267
   1.11352  0.06606 -0.02880 -1.23671  1.730116  0.001987 -0.000034   870.793
   1.13651  0.08884 -0.03189 -1.23600  2.670362  0.003229 -0.000021   827.095
   1.15945  0.11162 -0.03462 -1.23534  3.470491  0.004879 -0.000014   711.301
   1.18228  0.13440 -0.03620 -1.23476  4.171093  0.006676 -0.000010   624.818
   1.20509  0.15718 -0.03736 -1.23408  4.736667  0.009170 -0.000007   516.515
   1.22789  0.17995 -0.03840 -1.23336  5.214476  0.012082 -0.000006   431.590
   1.25068  0.20273 -0.03918 -1.23257  5.644107  0.015605 -0.000004   361.686
   1.27346  0.22551 -0.03940 -1.23201  6.323819  0.018363 -0.000004   344.375
   1.29624  0.24829 -0.03960 -1.23347  8.915333  0.004033 -0.000017  2210.787
   1.31902  0.27107 -0.03960 -1.23364 16.294283  0.000825 -0.000081 19739.537
   1.34180  0.29385 -0.03950 -1.23358 30.026960  0.002060 -0.000033 14573.242
   1.36458  0.31663 -0.03930 -1.23360 48.533764  0.001257 -0.000053 38625.438
   1.38737  0.33941 -0.03890 -1.23358 75.965805  0.002324 -0.000029 32685.244
   1.41016  0.36219 -0.03827 -1.23359117.159065  0.001466 -0.000046 79908.789
   1.43295  0.38497 -0.03736 -1.23356161.173721  0.006444 -0.000010 25010.730
   1.45574  0.40774 -0.03645 -1.23358216.499054  0.001785 -0.000038121286.297
   1.47854  0.43052 -0.03554 -1.23357304.066406  0.003367 -0.000020 90297.813
   1.50134  0.45330 -0.03462 -1.23357404.223358  0.002415 -0.000028167373.484
   1.52414  0.47608 -0.03371 -1.23357525.023193  0.004122 -0.000016127365.438
   1.54695  0.49886 -0.03250 -1.23357700.258484  0.002435 -0.000028287535.750
   1.56977  0.52164 -0.03120 -1.23357918.597168  0.004823 -0.000014190450.688
   1.59258  0.54442 -0.03000 -1.23357**********  0.003327 -0.000020343431.750
   1.61541  0.56720 -0.02840 -1.23357**********  0.003948 -0.000017371437.688
   1.63824  0.58998 -0.02690 -1.23357**********  0.007023 -0.000009246297.438
   1.66109  0.61276 -0.02510 -1.23350**********  3.480012 -0.000000   423.155
   1.68398  0.63554 -0.02290 -1.23479**********  0.597227 -0.000000  2947.663
   1.70688  0.65831 -0.02050 -1.23482**********  0.004577 -0.000015439598.969
   1.72985  0.68109 -0.01750 -1.23482**********  0.004562 -0.000015540479.938
   1.75284  0.70387 -0.01440 -1.23482**********  0.015919 -0.000004175477.938
   1.77589  0.72665 -0.01093 -1.23482**********  0.003900 -0.000017854940.750
   1.79895  0.74943 -0.00729 -1.23480**********  2.572313 -0.000000  1405.883
   1.82203  0.77221 -0.00364 -1.23481**********  0.003764 -0.000018**********
   1.84509  0.79499  0.00000 -1.23481**********  0.005156 -0.000013**********
   1.86804  0.81777  0.00273 -1.23481**********  0.004053 -0.000017**********
   1.89089  0.84055  0.00456 -1.23481**********  0.006872 -0.000010**********
   1.91369  0.86333  0.00547 -1.23481**********  0.004152 -0.000016**********
   1.93646  0.88610  0.00547 -1.23481**********  0.013641 -0.000005**********
   1.95924  0.90888  0.00547 -1.23481**********  0.005647 -0.000012**********
   1.98203  0.93166  0.00480 -1.23481**********487.857422 -0.000000    83.979
   2.00484  0.95444  0.00364 -1.23482**********  0.027304 -0.000002**********
   2.02769  0.97722  0.00180 -1.23482**********  0.009579 -0.000007**********
   2.05054  1.00000  0.00000 -1.23482**********502.110535 -0.000000   169.907
   2.05054  1.00010 -0.00002  0.97937**********502.112610  0.000000   169.906
   2.07386  1.02308 -0.00395  0.96888********************  0.000000     4.417
   2.10142  1.05037 -0.00779  0.96782********************  0.000000     4.215
   2.13401  1.08270 -0.01186  0.96554********************  0.000000     3.904
   2.17253  1.12098 -0.01629  0.95778********************  0.000000     3.409
   2.21809  1.16627 -0.02116  0.94267********************  0.000000     2.411
   2.27195  1.21985 -0.02658  0.94917********************  0.000000     2.267
   2.33563  1.28324 -0.03267  0.94060********************  0.000000     2.474
   2.41092  1.35822 -0.03954  0.94895********************  0.000000     2.271
   2.49993  1.44689 -0.04734  0.97052********************  0.000000     7.264
   2.60518  1.55176 -0.05625  0.97320********************  0.000000     9.617
   2.72962  1.67578 -0.06647  0.97630********************  0.000000    13.615
   2.87674  1.82243 -0.07824  0.97929********************  0.000000    19.456
   3.05068  1.99584 -0.09184  0.98232********************  0.000000    28.666
