#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.80704  0.20273  0.08860  1.24587  0.000500  0.000208  0.003387     2.401
   0.83007  0.17995  0.08520  1.22666  0.000507  0.000199  0.002817     2.548
   0.85321  0.15718  0.08109  1.22190  0.000365  0.000170  0.005736     2.150
   0.87663  0.13440  0.07563  1.14908  0.000555  0.000191  0.001543     2.901
   0.90006  0.11162  0.07016  1.17222  0.000329  0.000147  0.005666     2.237
   0.92398  0.08884  0.06287  1.08538  0.000334  0.000145  0.004895     2.296
   0.94819  0.06606  0.05467  1.04767  0.000359  0.000128  0.002522     2.796
   0.97308  0.04328  0.04465  0.98727  0.000173  0.000084  0.010429     2.072
   0.98370  0.03417  0.03918  0.85398  0.000289  0.000105  0.002696     2.754
   0.99433  0.02506  0.03371  0.84208  0.000166  0.000073  0.007858     2.264
   1.00600  0.01595  0.02642  0.66073  0.000155  0.000070  0.006922     2.215
   1.01889  0.00683  0.01731  0.43052  0.000131  0.000056  0.004760     2.334
   1.02748  0.00228  0.01002  0.11619  0.000072  0.000032  0.002568     2.230
   1.03776  0.00000  0.00000 -0.71112  0.000072  0.000032  0.015719     2.230
   1.04368  0.00228 -0.00547 -0.91637  0.000117  0.000047  0.009977     2.468
   1.05152  0.00683 -0.01185 -1.30709  0.000083  0.000040  0.028145     2.101
   1.06185  0.01595 -0.01670 -1.31649  0.001695  0.000049 -0.001510    34.747
   1.07155  0.02506 -0.02005 -1.30432  0.002591  0.000066 -0.001108    39.412
   1.08106  0.03417 -0.02278 -1.23907  0.002778  0.000229 -0.000318    12.156
   1.09032  0.04328 -0.02440 -1.24035  0.127533  0.000141 -0.000338   903.292
   1.11352  0.06606 -0.02880 -1.23666  1.730147  0.001987 -0.000034   870.860
   1.13651  0.08884 -0.03189 -1.23595  2.670433  0.003229 -0.000021   827.124
   1.15945  0.11162 -0.03462 -1.23529  3.470703  0.004878 -0.000014   711.468
   1.18228  0.13440 -0.03620 -1.23472  4.171559  0.006674 -0.000010   625.078
   1.20509  0.15718 -0.03736 -1.23403  4.737596  0.009166 -0.000007   516.890
   1.22789  0.17995 -0.03840 -1.23332  5.216312  0.012069 -0.000006   432.190
   1.25068  0.20273 -0.03918 -1.23254  5.648117  0.015558 -0.000004   363.032
   1.27346  0.22551 -0.03940 -1.23230  6.348004  0.016691 -0.000004   380.314
   1.29624  0.24829 -0.03960 -1.23364  8.904061  0.003710 -0.000018  2399.981
   1.31902  0.27107 -0.03960 -1.23379 17.033955  0.000784 -0.000087 21721.867
   1.34180  0.29385 -0.03950 -1.23372 32.191742  0.002234 -0.000030 14412.247
   1.36458  0.31663 -0.03930 -1.23375 52.527981  0.001222 -0.000056 42968.449
   1.38737  0.33941 -0.03890 -1.23373 82.672447  0.002556 -0.000027 32341.627
   1.41016  0.36219 -0.03827 -1.23374127.326889  0.001464 -0.000047 86973.172
   1.43295  0.38497 -0.03736 -1.23370175.745529  0.007314 -0.000009 24028.934
   1.45574  0.40774 -0.03645 -1.23372235.259750  0.001821 -0.000037129221.844
   1.47854  0.43052 -0.03554 -1.23372348.712555  0.002543 -0.000027137107.766
   1.50134  0.45330 -0.03462 -1.23372490.210815  0.002450 -0.000028200059.234
   1.52414  0.47608 -0.03371 -1.23371626.087952  0.005429 -0.000013115330.375
   1.54695  0.49886 -0.03250 -1.23372826.181763  0.002453 -0.000028336805.906
   1.56977  0.52164 -0.03120 -1.23370**********  0.044840 -0.000002 22619.334
   1.59258  0.54442 -0.03000 -1.23371**********  0.002743 -0.000025457135.000
   1.61541  0.56720 -0.02840 -1.23371**********  0.003866 -0.000018446059.250
   1.63824  0.58998 -0.02690 -1.23371**********  0.008227 -0.000008248043.641
   1.66109  0.61276 -0.02510 -1.23365**********  4.038356 -0.000000   427.984
   1.68398  0.63554 -0.02290 -1.23490**********  0.659612 -0.000000  3132.074
   1.70688  0.65831 -0.02050 -1.23493**********  0.005907 -0.000012388347.938
   1.72985  0.68109 -0.01750 -1.23493**********  0.004193 -0.000016667669.938
   1.75284  0.70387 -0.01440 -1.23492**********  0.091736 -0.000001 34578.809
   1.77589  0.72665 -0.01093 -1.23493**********  0.003711 -0.000018**********
   1.79895  0.74943 -0.00729 -1.23491**********  5.793209 -0.000000   692.174
   1.82203  0.77221 -0.00364 -1.23492**********  0.003031 -0.000023**********
   1.84509  0.79499  0.00000 -1.23492**********  0.006256 -0.000011**********
   1.86804  0.81777  0.00273 -1.23492**********  0.005826 -0.000012**********
   1.89089  0.84055  0.00456 -1.23492**********  0.006043 -0.000011**********
   1.91369  0.86333  0.00547 -1.23492**********  0.004553 -0.000015**********
   1.93646  0.88610  0.00547 -1.23492**********  0.009059 -0.000004**********
   1.95924  0.90888  0.00547 -1.23492**********  0.014756 -0.000005**********
   1.98203  0.93166  0.00480 -1.23492**********863.450439 -0.000000    96.012
   2.00484  0.95444  0.00364 -1.23492**********  0.014465 -0.000004**********
   2.02769  0.97722  0.00180 -1.23492**********  0.018992 -0.000004**********
   2.05054  1.00000  0.00000 -1.23492**********827.513916 -0.000000   169.775
   2.05054  1.00010 -0.00002  0.97937**********827.516052  0.000000   169.774
   2.07386  1.02308 -0.00393  0.96890********************  0.000000     4.415
   2.10142  1.05038 -0.00771  0.96783********************  0.000000     4.214
   2.13401  1.08273 -0.01167  0.96553********************  0.000000     3.903
   2.17253  1.12102 -0.01592  0.95768********************  0.000000     3.410
   2.21809  1.16634 -0.02056  0.94211********************  0.000000     2.395
   2.27195  1.21996 -0.02566  0.94894********************  0.000000     2.250
   2.33563  1.28339 -0.03131  0.94006********************  0.000000     2.454
   2.41092  1.35841 -0.03761  0.94869********************  0.000000     2.254
   2.49993  1.44715 -0.04467  0.97052********************  0.000000     7.262
   2.60518  1.55209 -0.05262  0.97320********************  0.000000     9.613
   2.72962  1.67620 -0.06161  0.97629********************  0.000000    13.609
   2.87674  1.82297 -0.07183  0.97928********************  0.000000    19.447
   3.05068  1.99653 -0.08349  0.98230********************  0.000000    28.652
