#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.66109  0.61276 -0.02510 -1.23348**********  6.428590 -0.000000   421.133
   1.68398  0.63554 -0.02290 -1.23478**********  1.118613 -0.000000  2894.367
   1.70688  0.65831 -0.02050 -1.23480**********  0.006381 -0.000011563751.313
   1.72985  0.68109 -0.01750 -1.23480**********  0.004683 -0.000014932459.875
   1.75284  0.70387 -0.01440 -1.23479**********  0.052422 -0.000001 94559.914
   1.77589  0.72665 -0.01093 -1.23480**********  0.004461 -0.000015**********
   1.79895  0.74943 -0.00729 -1.23478**********  9.126426 -0.000000   643.453
   1.82203  0.77221 -0.00364 -1.23479**********  0.003792 -0.000018**********
   1.84509  0.79499  0.00000 -1.23479**********  0.005103 -0.000013**********
   1.86804  0.81777  0.00273 -1.23479**********  0.007631 -0.000009**********
   1.89089  0.84055  0.00456 -1.23479**********  0.006142 -0.000011**********
   1.91369  0.86333  0.00547 -1.23479**********  0.004959 -0.000014**********
   1.93646  0.88610  0.00547 -1.23479**********  0.007310 -0.000009**********
   1.95924  0.90888  0.00547 -1.23479**********  1.491805 -0.000000321698.688
   1.98203  0.93166  0.00480 -1.23474******************** -0.000000    97.602
   2.00484  0.95444  0.00364 -1.23474**********  0.027077 -0.000003**********
   2.02769  0.97722  0.00180 -1.23474**********  0.063134 -0.000001**********
   2.05054  1.00000  0.00000 -1.23473******************** -0.000000   169.610
   2.05054  1.00010 -0.00002  0.97937********************  0.000000   169.609
   2.07386  1.02309 -0.00390  0.96891********************  0.000000     4.414
   2.10142  1.05041 -0.00754  0.96784********************  0.000000     4.212
   2.13401  1.08278 -0.01127  0.96551********************  0.000000     3.902
   2.17253  1.12111 -0.01519  0.95751********************  0.000000     3.410
   2.21809  1.16647 -0.01935  0.94117********************  0.000000     2.367
   2.27195  1.22015 -0.02380  0.94855********************  0.000000     2.222
   2.33563  1.28365 -0.02858  0.93919********************  0.000000     2.419
   2.41092  1.35876 -0.03373  0.94828********************  0.000000     2.226
   2.49993  1.44760 -0.03930  0.97054********************  0.000000     7.258
   2.60518  1.55268 -0.04533  0.97322********************  0.000000     9.608
   2.72962  1.67694 -0.05188  0.97630********************  0.000000    13.603
   2.87674  1.82389 -0.05900  0.97928********************  0.000000    19.438
   3.05068  1.99766 -0.06675  0.98229********************  0.000000    28.638
